Site,Year,Month,Day,Hour,Value,Unit
Beijing,2014,4,25,0,136,mcg/m^3
Beijing,2014,4,25,1,143,mcg/m^3
Beijing,2014,4,25,2,155,mcg/m^3
Beijing,2014,4,25,3,141,mcg/m^3
Beijing,2014,4,25,4,110,mcg/m^3
Beijing,2014,4,25,5,118,mcg/m^3
Beijing,2014,4,25,6,124,mcg/m^3
Beijing,2014,4,25,7,135,mcg/m^3
Beijing,2014,4,25,8,156,mcg/m^3
Beijing,2014,4,25,9,163,mcg/m^3
Beijing,2014,4,25,10,167,mcg/m^3
Beijing,2014,4,25,11,169,mcg/m^3
Beijing,2014,4,25,12,177,mcg/m^3
Beijing,2014,4,25,13,131,mcg/m^3
Beijing,2014,4,25,14,102,mcg/m^3
Beijing,2014,4,25,15,90,mcg/m^3
Beijing,2014,4,25,16,96,mcg/m^3
Beijing,2014,4,25,17,112,mcg/m^3
Beijing,2014,4,25,18,101,mcg/m^3
Beijing,2014,4,25,19,101,mcg/m^3
Beijing,2014,4,25,20,104,mcg/m^3
Beijing,2014,4,25,21,92,mcg/m^3
Beijing,2014,4,25,22,55,mcg/m^3
Beijing,2014,4,25,23,27,mcg/m^3
Beijing,2014,4,26,0,30,mcg/m^3
Beijing,2014,4,26,1,27,mcg/m^3
Beijing,2014,4,26,2,21,mcg/m^3
Beijing,2014,4,26,3,25,mcg/m^3
Beijing,2014,4,26,4,23,mcg/m^3
Beijing,2014,4,26,5,28,mcg/m^3
Beijing,2014,4,26,6,29,mcg/m^3
Beijing,2014,4,26,7,31,mcg/m^3
Beijing,2014,4,26,8,38,mcg/m^3
Beijing,2014,4,26,9,39,mcg/m^3
Beijing,2014,4,26,10,61,mcg/m^3
Beijing,2014,4,26,11,42,mcg/m^3
Beijing,2014,4,26,12,47,mcg/m^3
Beijing,2014,4,26,13,52,mcg/m^3
Beijing,2014,4,26,14,47,mcg/m^3
Beijing,2014,4,26,15,42,mcg/m^3
Beijing,2014,4,26,16,48,mcg/m^3
Beijing,2014,4,26,17,52,mcg/m^3
Beijing,2014,4,26,18,48,mcg/m^3
Beijing,2014,4,26,19,59,mcg/m^3
Beijing,2014,4,26,20,48,mcg/m^3
Beijing,2014,4,26,21,35,mcg/m^3
Beijing,2014,4,26,22,41,mcg/m^3
Beijing,2014,4,26,23,36,mcg/m^3
Beijing,2014,4,27,0,41,mcg/m^3
Beijing,2014,4,27,1,49,mcg/m^3
Beijing,2014,4,27,2,59,mcg/m^3
Beijing,2014,4,27,3,72,mcg/m^3
Beijing,2014,4,27,4,80,mcg/m^3
Beijing,2014,4,27,5,58,mcg/m^3
Beijing,2014,4,27,6,46,mcg/m^3
Beijing,2014,4,27,7,54,mcg/m^3
Beijing,2014,4,27,8,43,mcg/m^3
Beijing,2014,4,27,9,35,mcg/m^3
Beijing,2014,4,27,10,39,mcg/m^3
Beijing,2014,4,27,11,20,mcg/m^3
Beijing,2014,4,27,12,78,mcg/m^3
Beijing,2014,4,27,13,72,mcg/m^3
Beijing,2014,4,27,14,84,mcg/m^3
Beijing,2014,4,27,15,55,mcg/m^3
Beijing,2014,4,27,16,77,mcg/m^3
Beijing,2014,4,27,17,135,mcg/m^3
Beijing,2014,4,27,18,76,mcg/m^3
Beijing,2014,4,27,19,75,mcg/m^3
Beijing,2014,4,27,20,98,mcg/m^3
Beijing,2014,4,27,21,116,mcg/m^3
Beijing,2014,4,27,22,106,mcg/m^3
Beijing,2014,4,27,23,48,mcg/m^3
Beijing,2014,4,28,0,37,mcg/m^3
Beijing,2014,4,28,1,39,mcg/m^3
Beijing,2014,4,28,2,38,mcg/m^3
Beijing,2014,4,28,3,64,mcg/m^3
Beijing,2014,4,28,4,73,mcg/m^3
Beijing,2014,4,28,5,73,mcg/m^3
Beijing,2014,4,28,6,80,mcg/m^3
Beijing,2014,4,28,7,86,mcg/m^3
Beijing,2014,4,28,8,106,mcg/m^3
Beijing,2014,4,28,9,132,mcg/m^3
Beijing,2014,4,28,10,101,mcg/m^3
Beijing,2014,4,28,11,68,mcg/m^3
Beijing,2014,4,28,12,51,mcg/m^3
Beijing,2014,4,28,13,47,mcg/m^3
Beijing,2014,4,28,14,41,mcg/m^3
Beijing,2014,4,28,15,42,mcg/m^3
Beijing,2014,4,28,16,49,mcg/m^3
Beijing,2014,4,28,17,58,mcg/m^3
Beijing,2014,4,28,18,63,mcg/m^3
Beijing,2014,4,28,19,67,mcg/m^3
Beijing,2014,4,28,20,72,mcg/m^3
Beijing,2014,4,28,21,105,mcg/m^3
Beijing,2014,4,28,22,86,mcg/m^3
Beijing,2014,4,28,23,81,mcg/m^3
Beijing,2014,4,29,0,92,mcg/m^3
Beijing,2014,4,29,1,93,mcg/m^3
Beijing,2014,4,29,2,105,mcg/m^3
Beijing,2014,4,29,3,94,mcg/m^3
Beijing,2014,4,29,4,91,mcg/m^3
Beijing,2014,4,29,5,83,mcg/m^3
Beijing,2014,4,29,6,96,mcg/m^3
Beijing,2014,4,29,7,113,mcg/m^3
Beijing,2014,4,29,8,121,mcg/m^3
Beijing,2014,4,29,9,136,mcg/m^3
Beijing,2014,4,29,10,132,mcg/m^3
Beijing,2014,4,29,11,133,mcg/m^3
Beijing,2014,4,29,12,136,mcg/m^3
Beijing,2014,4,29,13,111,mcg/m^3
Beijing,2014,4,29,14,106,mcg/m^3
Beijing,2014,4,29,15,104,mcg/m^3
Beijing,2014,4,29,16,98,mcg/m^3
Beijing,2014,4,29,17,99,mcg/m^3
Beijing,2014,4,29,18,90,mcg/m^3
Beijing,2014,4,29,19,95,mcg/m^3
Beijing,2014,4,29,20,105,mcg/m^3
Beijing,2014,4,29,21,99,mcg/m^3
Beijing,2014,4,29,22,102,mcg/m^3
Beijing,2014,4,29,23,103,mcg/m^3
Beijing,2014,4,30,0,89,mcg/m^3
Beijing,2014,4,30,1,89,mcg/m^3
Beijing,2014,4,30,2,94,mcg/m^3
Beijing,2014,4,30,3,97,mcg/m^3
Beijing,2014,4,30,4,100,mcg/m^3
Beijing,2014,4,30,5,111,mcg/m^3
Beijing,2014,4,30,6,115,mcg/m^3
Beijing,2014,4,30,7,146,mcg/m^3
Beijing,2014,4,30,8,156,mcg/m^3
Beijing,2014,4,30,9,221,mcg/m^3
Beijing,2014,4,30,10,170,mcg/m^3
Beijing,2014,4,30,11,135,mcg/m^3
Beijing,2014,4,30,12,98,mcg/m^3
Beijing,2014,4,30,13,86,mcg/m^3
Beijing,2014,4,30,14,81,mcg/m^3
Beijing,2014,4,30,15,79,mcg/m^3
Beijing,2014,4,30,16,153,mcg/m^3
Beijing,2014,4,30,17,119,mcg/m^3
Beijing,2014,4,30,18,94,mcg/m^3
Beijing,2014,4,30,19,91,mcg/m^3
Beijing,2014,4,30,20,90,mcg/m^3
Beijing,2014,4,30,21,90,mcg/m^3
Beijing,2014,4,30,22,87,mcg/m^3
Beijing,2014,4,30,23,94,mcg/m^3
