Site,Year,Month,Day,Hour,Value,Unit
Beijing,2014,4,29,2,105,µg/m_
Beijing,2014,4,29,3,94,µg/m_
Beijing,2014,4,29,4,91,µg/m_
Beijing,2014,4,29,5,83,µg/m_
Beijing,2014,4,29,6,96,µg/m_
Beijing,2014,4,29,7,113,µg/m_
Beijing,2014,4,29,8,121,µg/m_
Beijing,2014,4,29,9,136,µg/m_
Beijing,2014,4,29,10,132,µg/m_
Beijing,2014,4,29,11,133,µg/m_
Beijing,2014,4,29,12,136,µg/m_
Beijing,2014,4,29,13,111,µg/m_
Beijing,2014,4,29,14,106,µg/m_
Beijing,2014,4,29,15,104,µg/m_
Beijing,2014,4,29,16,98,µg/m_
Beijing,2014,4,29,17,99,µg/m_
Beijing,2014,4,29,18,90,µg/m_
Beijing,2014,4,29,19,95,µg/m_
Beijing,2014,4,29,20,105,µg/m_
Beijing,2014,4,29,21,99,µg/m_
Beijing,2014,4,29,22,102,µg/m_
Beijing,2014,4,29,23,103,µg/m_
Beijing,2014,4,30,0,89,µg/m_
Beijing,2014,4,30,1,89,µg/m_
Beijing,2014,4,30,2,94,µg/m_
Beijing,2014,4,30,3,97,µg/m_
Beijing,2014,4,30,4,100,µg/m_
Beijing,2014,4,30,5,111,µg/m_
Beijing,2014,4,30,6,115,µg/m_
Beijing,2014,4,30,7,146,µg/m_
Beijing,2014,4,30,8,156,µg/m_
Beijing,2014,4,30,9,221,µg/m_
Beijing,2014,4,30,10,170,µg/m_
Beijing,2014,4,30,11,135,µg/m_
Beijing,2014,4,30,12,98,µg/m_
Beijing,2014,4,30,13,86,µg/m_
Beijing,2014,4,30,14,81,µg/m_
Beijing,2014,4,30,15,79,µg/m_
Beijing,2014,4,30,16,153,µg/m_
Beijing,2014,4,30,17,119,µg/m_
Beijing,2014,4,30,18,94,µg/m_
Beijing,2014,4,30,19,91,µg/m_
Beijing,2014,4,30,20,90,µg/m_
Beijing,2014,4,30,21,90,µg/m_
Beijing,2014,4,30,22,87,µg/m_
Beijing,2014,4,30,23,94,µg/m_
